,EVSE ID,User Id,Plug In Event Id,Firmware Ver.,Plug Connect Time,Plug Connect Time Zone,Plug Disconnect Time,Plug Disconnect Time Zone,Power Start Time,Power Start Time Zone,Power End Time,Power End Time Zone,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Port,Station Name,MAC Address,Org Name,Start Time,Start Time Zone,End Time,End Time Zone,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),GHG Savings (kg),Gasoline Savings,Port Type,Address 1,Address 2,City,State/Province,Postal Code,Country,Latitude,Longitude,Currency,Fee,Ended By,Driver Postal Code
50719,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,5/16/2018 13:25,MDT,,,5/16/2018 13:25,MDT,,,,,,2,PACKSIZE / CLEAN AIR 3,0024:B100:0002:7761,Leaders For Clean Air,5/16/2018 13:25,MDT,5/16/2018 17:30,MDT,4:04:26,4:04:12,12.547997,0.0,1.575,Level 2,3784 Commons Ln,,Salt Lake City,Utah,84104.0,United States,40.74237823,-111.98140719999999,USD,,Plug Out at Vehicle,84104.0
50720,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 13:25,MDT,5/16/2018 13:29,MDT,3.3160000000000003,3.072,0.208204,2,,,,,,,,,,,,,,,,,,,,,,,,,
50721,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 13:30,MDT,5/16/2018 13:44,MDT,3.323,3.305,0.826152,2,,,,,,,,,,,,,,,,,,,,,,,,,
50722,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 13:45,MDT,5/16/2018 13:59,MDT,3.3510000000000004,3.31,0.827411,2,,,,,,,,,,,,,,,,,,,,,,,,,
50723,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 14:00,MDT,5/16/2018 14:14,MDT,3.37,3.361,0.840147,2,,,,,,,,,,,,,,,,,,,,,,,,,
50724,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 14:15,MDT,5/16/2018 14:29,MDT,3.3789999999999996,3.367,0.8418200000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,
50725,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 14:30,MDT,5/16/2018 14:44,MDT,3.389,3.385,0.8462940000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,
50726,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 14:45,MDT,5/16/2018 14:59,MDT,3.383,3.372,0.8429840000000001,2,,,,,,,,,,,,,,,,,,,,,,,,,
50727,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 15:00,MDT,5/16/2018 15:14,MDT,3.3710000000000004,3.359,0.839857,2,,,,,,,,,,,,,,,,,,,,,,,,,
50728,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 15:15,MDT,5/16/2018 15:29,MDT,3.37,3.362,0.840397,2,,,,,,,,,,,,,,,,,,,,,,,,,
50729,204591,1114101,235724071,4.3.4.13 Build 83512 CT4knandflash,,,,,5/16/2018 15:30,MDT,5/16/2018 15:44,MDT,3.366,3.085,0.7712979999999999,2,,,,,,,,,,,,,,,,,,,,,,,,,
