,EVSE ID,User Id,Plug In Event Id,Firmware Ver.,Plug Connect Time,Plug Connect Time Zone,Plug Disconnect Time,Plug Disconnect Time Zone,Power Start Time,Power Start Time Zone,Power End Time,Power End Time Zone,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Port,Station Name,MAC Address,Org Name,Start Time,Start Time Zone,End Time,End Time Zone,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),GHG Savings (kg),Gasoline Savings,Port Type,Address 1,Address 2,City,State/Province,Postal Code,Country,Latitude,Longitude,Currency,Fee,Ended By,Driver Postal Code
51423,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,5/14/2018 13:17,MDT,,,5/14/2018 13:17,MDT,,,,,,2,PACKSIZE / CLEAN AIR 14,0024:B100:0002:7D51,Leaders For Clean Air,5/14/2018 13:17,MDT,5/14/2018 17:48,MDT,4:31:33,1:57:14,5.914522,0.0,0.742,Level 2,3784 Commons Ln,,Salt Lake City,Utah,84104.0,United States,40.74231339,-111.98107150000001,USD,,Plug Out at Vehicle,84014.0
51424,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 13:17,MDT,5/14/2018 13:29,MDT,3.175,3.063,0.663571,2,,,,,,,,,,,,,,,,,,,,,,,,,
51425,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 13:30,MDT,5/14/2018 13:44,MDT,3.1639999999999997,3.1319999999999997,0.78304,2,,,,,,,,,,,,,,,,,,,,,,,,,
51426,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 13:45,MDT,5/14/2018 13:59,MDT,3.16,3.128,0.781988,2,,,,,,,,,,,,,,,,,,,,,,,,,
51427,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 14:00,MDT,5/14/2018 14:14,MDT,3.168,3.141,0.78513,2,,,,,,,,,,,,,,,,,,,,,,,,,
51428,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 14:15,MDT,5/14/2018 14:29,MDT,3.158,3.125,0.781276,2,,,,,,,,,,,,,,,,,,,,,,,,,
51429,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 14:30,MDT,5/14/2018 14:44,MDT,3.156,3.165,0.791164,2,,,,,,,,,,,,,,,,,,,,,,,,,
51430,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 14:45,MDT,5/14/2018 14:59,MDT,3.16,3.15,0.787605,2,,,,,,,,,,,,,,,,,,,,,,,,,
51431,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 15:00,MDT,5/14/2018 15:14,MDT,3.145,2.1630000000000003,0.540748,2,,,,,,,,,,,,,,,,,,,,,,,,,
51432,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 15:15,MDT,5/14/2018 15:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51433,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 15:30,MDT,5/14/2018 15:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51434,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 15:45,MDT,5/14/2018 15:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51435,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 16:00,MDT,5/14/2018 16:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51436,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 16:15,MDT,5/14/2018 16:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51437,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 16:30,MDT,5/14/2018 16:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51438,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 16:45,MDT,5/14/2018 16:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51439,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 17:00,MDT,5/14/2018 17:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51440,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 17:15,MDT,5/14/2018 17:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51441,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 17:30,MDT,5/14/2018 17:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51442,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,,,5/14/2018 17:45,MDT,5/14/2018 17:48,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
51443,210241,1124211,234348731,4.3.4.13 Build 83512 CT4knandflash,,,5/14/2018 17:48,MDT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
