,EVSE ID,User Id,Plug In Event Id,Firmware Ver.,Plug Connect Time,Plug Connect Time Zone,Plug Disconnect Time,Plug Disconnect Time Zone,Power Start Time,Power Start Time Zone,Power End Time,Power End Time Zone,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Port,Station Name,MAC Address,Org Name,Start Time,Start Time Zone,End Time,End Time Zone,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),GHG Savings (kg),Gasoline Savings,Port Type,Address 1,Address 2,City,State/Province,Postal Code,Country,Latitude,Longitude,Currency,Fee,Ended By,Driver Postal Code
2677,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,10/23/2018 9:05,MDT,,,10/23/2018 9:05,MDT,,,,,,2,PACKSIZE / CLEAN AIR 4,0024:B100:0002:7776,Leaders For Clean Air,10/23/2018 9:05,MDT,10/23/2018 12:08,MDT,3:03:36,1:58:20,10.487803999999999,0.0,1.3159999999999998,Level 2,3760 Commons Ln,,Salt Lake City,Utah,84104.0,United States,40.74254227,-111.981163,USD,,Plug Out at Vehicle,84124.0
2678,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 9:05,MDT,10/23/2018 9:14,MDT,5.19,4.6339999999999995,0.771066,2,,,,,,,,,,,,,,,,,,,,,,,,,
2679,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 9:15,MDT,10/23/2018 9:29,MDT,5.973,5.504,1.375917,2,,,,,,,,,,,,,,,,,,,,,,,,,
2680,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 9:30,MDT,10/23/2018 9:44,MDT,5.955,4.837,1.209149,2,,,,,,,,,,,,,,,,,,,,,,,,,
2681,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 9:45,MDT,10/23/2018 9:59,MDT,5.9510000000000005,5.611000000000001,1.402742,2,,,,,,,,,,,,,,,,,,,,,,,,,
2682,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 10:00,MDT,10/23/2018 10:14,MDT,6.007999999999999,5.702000000000001,1.425378,2,,,,,,,,,,,,,,,,,,,,,,,,,
2683,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 10:15,MDT,10/23/2018 10:29,MDT,5.985,5.936,1.484084,2,,,,,,,,,,,,,,,,,,,,,,,,,
2684,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 10:30,MDT,10/23/2018 10:44,MDT,5.954,5.899,1.474732,2,,,,,,,,,,,,,,,,,,,,,,,,,
2685,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 10:45,MDT,10/23/2018 10:59,MDT,5.962000000000001,5.098,1.274589,2,,,,,,,,,,,,,,,,,,,,,,,,,
2686,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 11:00,MDT,10/23/2018 11:14,MDT,1.584,0.281,0.070148,2,,,,,,,,,,,,,,,,,,,,,,,,,
2687,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 11:15,MDT,10/23/2018 11:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
2688,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 11:30,MDT,10/23/2018 11:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
2689,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 11:45,MDT,10/23/2018 11:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
2690,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,,,10/23/2018 12:00,MDT,10/23/2018 12:08,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
2691,204577,333033.0,316366121,4.3.4.31 Build 83612 CT4knandflash,,,10/23/2018 12:08,MDT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4219,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,10/17/2018 8:47,MDT,,,10/17/2018 8:47,MDT,,,,,,2,PACKSIZE / CLEAN AIR 13,0024:B100:0002:7D81,Leaders For Clean Air,10/17/2018 8:47,MDT,10/17/2018 12:40,MDT,3:53:41,0:31:10,2.46569,0.0,0.309,Level 2,3760 Commons Ln,,Salt Lake City,Utah,84104.0,United States,40.74252701,-111.9811096,USD,,Plug Out at Vehicle,84124.0
4220,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 8:47,MDT,10/17/2018 8:59,MDT,5.962999999999999,5.691,1.213964,2,,,,,,,,,,,,,,,,,,,,,,,,,
4221,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 9:00,MDT,10/17/2018 9:14,MDT,5.916,4.801,1.200174,2,,,,,,,,,,,,,,,,,,,,,,,,,
4222,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 9:15,MDT,10/17/2018 9:29,MDT,1.187,0.20600000000000002,0.051552,2,,,,,,,,,,,,,,,,,,,,,,,,,
4223,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 9:30,MDT,10/17/2018 9:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4224,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 9:45,MDT,10/17/2018 9:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4225,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 10:00,MDT,10/17/2018 10:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4226,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 10:15,MDT,10/17/2018 10:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4227,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 10:30,MDT,10/17/2018 10:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4228,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 10:45,MDT,10/17/2018 10:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4229,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 11:00,MDT,10/17/2018 11:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4230,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 11:15,MDT,10/17/2018 11:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4231,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 11:30,MDT,10/17/2018 11:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4232,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 11:45,MDT,10/17/2018 11:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4233,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 12:00,MDT,10/17/2018 12:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4234,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 12:15,MDT,10/17/2018 12:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4235,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,,,10/17/2018 12:30,MDT,10/17/2018 12:40,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4236,210225,333033.0,312996201,4.3.4.31 Build 83612 CT4knandflash,,,10/17/2018 12:40,MDT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
4671,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,10/15/2018 8:55,MDT,,,10/15/2018 8:55,MDT,,,,,,2,PACKSIZE / CLEAN AIR 13,0024:B100:0002:7D81,Leaders For Clean Air,10/15/2018 8:55,MDT,10/15/2018 12:21,MDT,3:25:35,1:04:16,5.113131,0.0,0.642,Level 2,3760 Commons Ln,,Salt Lake City,Utah,84104.0,United States,40.74252701,-111.9811096,USD,,Plug Out at Vehicle,84124.0
4672,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 8:55,MDT,10/15/2018 8:59,MDT,6.132999999999999,5.479,0.380467,2,,,,,,,,,,,,,,,,,,,,,,,,,
4673,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 9:00,MDT,10/15/2018 9:14,MDT,6.087999999999999,5.962999999999999,1.49084,2,,,,,,,,,,,,,,,,,,,,,,,,,
4674,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 9:15,MDT,10/15/2018 9:29,MDT,5.97,5.922000000000001,1.480464,2,,,,,,,,,,,,,,,,,,,,,,,,,
4675,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 9:30,MDT,10/15/2018 9:44,MDT,6.007999999999999,5.807,1.451634,2,,,,,,,,,,,,,,,,,,,,,,,,,
4676,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 9:45,MDT,10/15/2018 9:59,MDT,3.679,1.226,0.306607,2,,,,,,,,,,,,,,,,,,,,,,,,,
4677,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 10:00,MDT,10/15/2018 10:14,MDT,0.49,0.013000000000000001,0.0031190000000000002,2,,,,,,,,,,,,,,,,,,,,,,,,,
4678,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 10:15,MDT,10/15/2018 10:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4679,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 10:30,MDT,10/15/2018 10:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4680,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 10:45,MDT,10/15/2018 10:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4681,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 11:00,MDT,10/15/2018 11:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4682,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 11:15,MDT,10/15/2018 11:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4683,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 11:30,MDT,10/15/2018 11:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4684,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 11:45,MDT,10/15/2018 11:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4685,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 12:00,MDT,10/15/2018 12:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4686,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,,,10/15/2018 12:15,MDT,10/15/2018 12:21,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
4687,210225,333033.0,311586031,4.3.4.31 Build 83612 CT4knandflash,,,10/15/2018 12:21,MDT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
5786,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,10/11/2018 9:02,MDT,,,10/11/2018 9:02,MDT,,,,,,2,PACKSIZE / CLEAN AIR 13,0024:B100:0002:7D81,Leaders For Clean Air,10/11/2018 9:02,MDT,10/11/2018 12:23,MDT,3:21:26,0:58:40,4.395606,0.0,0.552,Level 2,3760 Commons Ln,,Salt Lake City,Utah,84104.0,United States,40.74252701,-111.9811096,USD,,Plug Out at Vehicle,84124.0
5787,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 9:02,MDT,10/11/2018 9:14,MDT,5.974,5.742999999999999,1.2059879999999998,2,,,,,,,,,,,,,,,,,,,,,,,,,
5788,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 9:15,MDT,10/11/2018 9:29,MDT,5.919,5.8389999999999995,1.45971,2,,,,,,,,,,,,,,,,,,,,,,,,,
5789,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 9:30,MDT,10/11/2018 9:44,MDT,5.901,5.725,1.431341,2,,,,,,,,,,,,,,,,,,,,,,,,,
5790,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 9:45,MDT,10/11/2018 9:59,MDT,3.492,1.156,0.288954,2,,,,,,,,,,,,,,,,,,,,,,,,,
5791,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 10:00,MDT,10/11/2018 10:14,MDT,0.431,0.039,0.009613,2,,,,,,,,,,,,,,,,,,,,,,,,,
5792,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 10:15,MDT,10/11/2018 10:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5793,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 10:30,MDT,10/11/2018 10:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5794,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 10:45,MDT,10/11/2018 10:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5795,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 11:00,MDT,10/11/2018 11:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5796,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 11:15,MDT,10/11/2018 11:29,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5797,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 11:30,MDT,10/11/2018 11:44,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5798,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 11:45,MDT,10/11/2018 11:59,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5799,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 12:00,MDT,10/11/2018 12:14,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5800,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,,,10/11/2018 12:15,MDT,10/11/2018 12:23,MDT,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,
5801,210225,333033.0,309681581,4.3.4.31 Build 83612 CT4knandflash,,,10/11/2018 12:23,MDT,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
