,EVSE ID,Port,Station Name,Plug In Event Id,Plug Connect Time,Plug Disconnect Time,Power Start Time,Power End Time,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Start Time,End Time,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Gasoline Savings,Port Type,Address 1,City,State/Province,Postal Code,Country,Latitude,Longitude,Ended By,Driver Postal Code
132,204577,1,PACKSIZE / CLEAN AIR 4,321185761,2018-10-31 08:07:00,,2018-10-31 08:07:00,,,,,2018-10-31 08:07:00,2018-10-31 16:29:00,0 days 08:22:10.000000000,0 days 01:56:35.000000000,5.677673,0.713,Level 2,3760 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74254227,-111.981163,Plug Out at Vehicle,84096.0
133,204577,1,,321185761,,,2018-10-31 08:07:00,2018-10-31 08:14:00,3.102,2.9360000000000004,0.360477,,,,,,,,,,,,,,,,
134,204577,1,,321185761,,,2018-10-31 08:15:00,2018-10-31 08:29:00,3.0839999999999996,3.03,0.757504,,,,,,,,,,,,,,,,
135,204577,1,,321185761,,,2018-10-31 08:30:00,2018-10-31 08:44:00,3.07,3.05,0.762442,,,,,,,,,,,,,,,,
136,204577,1,,321185761,,,2018-10-31 08:45:00,2018-10-31 08:59:00,3.037,3.0069999999999997,0.751679,,,,,,,,,,,,,,,,
137,204577,1,,321185761,,,2018-10-31 09:00:00,2018-10-31 09:14:00,3.0189999999999997,3.002,0.750423,,,,,,,,,,,,,,,,
138,204577,1,,321185761,,,2018-10-31 09:15:00,2018-10-31 09:29:00,3.048,3.037,0.75915,,,,,,,,,,,,,,,,
139,204577,1,,321185761,,,2018-10-31 09:30:00,2018-10-31 09:44:00,3.055,3.034,0.758555,,,,,,,,,,,,,,,,
140,204577,1,,321185761,,,2018-10-31 09:45:00,2018-10-31 09:59:00,3.072,2.8339999999999996,0.708476,,,,,,,,,,,,,,,,
141,204577,1,,321185761,,,2018-10-31 10:00:00,2018-10-31 10:14:00,1.258,0.276,0.068967,,,,,,,,,,,,,,,,
142,204577,1,,321185761,,,2018-10-31 10:15:00,2018-10-31 10:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
143,204577,1,,321185761,,,2018-10-31 10:30:00,2018-10-31 10:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
144,204577,1,,321185761,,,2018-10-31 10:45:00,2018-10-31 10:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
145,204577,1,,321185761,,,2018-10-31 11:00:00,2018-10-31 11:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
146,204577,1,,321185761,,,2018-10-31 11:15:00,2018-10-31 11:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
147,204577,1,,321185761,,,2018-10-31 11:30:00,2018-10-31 11:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
148,204577,1,,321185761,,,2018-10-31 11:45:00,2018-10-31 11:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
149,204577,1,,321185761,,,2018-10-31 12:00:00,2018-10-31 12:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
150,204577,1,,321185761,,,2018-10-31 12:15:00,2018-10-31 12:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
151,204577,1,,321185761,,,2018-10-31 12:30:00,2018-10-31 12:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
152,204577,1,,321185761,,,2018-10-31 12:45:00,2018-10-31 12:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
153,204577,1,,321185761,,,2018-10-31 13:00:00,2018-10-31 13:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
154,204577,1,,321185761,,,2018-10-31 13:15:00,2018-10-31 13:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
155,204577,1,,321185761,,,2018-10-31 13:30:00,2018-10-31 13:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
156,204577,1,,321185761,,,2018-10-31 13:45:00,2018-10-31 13:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
157,204577,1,,321185761,,,2018-10-31 14:00:00,2018-10-31 14:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
158,204577,1,,321185761,,,2018-10-31 14:15:00,2018-10-31 14:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
159,204577,1,,321185761,,,2018-10-31 14:30:00,2018-10-31 14:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
160,204577,1,,321185761,,,2018-10-31 14:45:00,2018-10-31 14:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
161,204577,1,,321185761,,,2018-10-31 15:00:00,2018-10-31 15:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
162,204577,1,,321185761,,,2018-10-31 15:15:00,2018-10-31 15:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
163,204577,1,,321185761,,,2018-10-31 15:30:00,2018-10-31 15:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
164,204577,1,,321185761,,,2018-10-31 15:45:00,2018-10-31 15:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
165,204577,1,,321185761,,,2018-10-31 16:00:00,2018-10-31 16:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
166,204577,1,,321185761,,,2018-10-31 16:15:00,2018-10-31 16:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
167,204577,1,,321185761,,2018-10-31 16:29:00,,,,,,,,,,,,,,,,,,,,,
357,204577,2,PACKSIZE / CLEAN AIR 4,321153121,2018-10-31 07:20:00,,2018-10-31 07:20:00,,,,,2018-10-31 07:20:00,2018-10-31 16:46:00,0 days 09:26:21.000000000,0 days 03:46:44.000000000,12.210395,1.5319999999999998,Level 2,3760 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74254227,-111.981163,Plug Out at Vehicle,84054.0
358,204577,2,,321153121,,,2018-10-31 07:20:00,2018-10-31 07:29:00,3.3139999999999996,3.2239999999999998,0.51846,,,,,,,,,,,,,,,,
359,204577,2,,321153121,,,2018-10-31 07:30:00,2018-10-31 07:44:00,3.3160000000000003,3.302,0.8256040000000001,,,,,,,,,,,,,,,,
360,204577,2,,321153121,,,2018-10-31 07:45:00,2018-10-31 07:59:00,3.322,3.299,0.82483,,,,,,,,,,,,,,,,
361,204577,2,,321153121,,,2018-10-31 08:00:00,2018-10-31 08:14:00,3.321,3.2910000000000004,0.8228209999999999,,,,,,,,,,,,,,,,
362,204577,2,,321153121,,,2018-10-31 08:15:00,2018-10-31 08:29:00,3.2680000000000002,3.266,0.816477,,,,,,,,,,,,,,,,
363,204577,2,,321153121,,,2018-10-31 08:30:00,2018-10-31 08:44:00,3.265,3.253,0.813114,,,,,,,,,,,,,,,,
364,204577,2,,321153121,,,2018-10-31 08:45:00,2018-10-31 08:59:00,3.241,3.235,0.808651,,,,,,,,,,,,,,,,
365,204577,2,,321153121,,,2018-10-31 09:00:00,2018-10-31 09:14:00,3.25,3.237,0.809355,,,,,,,,,,,,,,,,
366,204577,2,,321153121,,,2018-10-31 09:15:00,2018-10-31 09:29:00,3.258,3.2489999999999997,0.812116,,,,,,,,,,,,,,,,
367,204577,2,,321153121,,,2018-10-31 09:30:00,2018-10-31 09:44:00,3.2939999999999996,3.273,0.818166,,,,,,,,,,,,,,,,
368,204577,2,,321153121,,,2018-10-31 09:45:00,2018-10-31 09:59:00,3.32,3.298,0.8245899999999999,,,,,,,,,,,,,,,,
369,204577,2,,321153121,,,2018-10-31 10:00:00,2018-10-31 10:14:00,3.3369999999999997,3.318,0.829401,,,,,,,,,,,,,,,,
370,204577,2,,321153121,,,2018-10-31 10:15:00,2018-10-31 10:29:00,3.341,3.35,0.83744,,,,,,,,,,,,,,,,
371,204577,2,,321153121,,,2018-10-31 10:30:00,2018-10-31 10:44:00,3.335,3.302,0.8254959999999999,,,,,,,,,,,,,,,,
372,204577,2,,321153121,,,2018-10-31 10:45:00,2018-10-31 10:59:00,3.3089999999999997,3.218,0.804565,,,,,,,,,,,,,,,,
373,204577,2,,321153121,,,2018-10-31 11:00:00,2018-10-31 11:14:00,2.463,0.877,0.219309,,,,,,,,,,,,,,,,
374,204577,2,,321153121,,,2018-10-31 11:15:00,2018-10-31 11:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
375,204577,2,,321153121,,,2018-10-31 11:30:00,2018-10-31 11:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
376,204577,2,,321153121,,,2018-10-31 11:45:00,2018-10-31 11:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
377,204577,2,,321153121,,,2018-10-31 12:00:00,2018-10-31 12:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
378,204577,2,,321153121,,,2018-10-31 12:15:00,2018-10-31 12:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
379,204577,2,,321153121,,,2018-10-31 12:30:00,2018-10-31 12:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
380,204577,2,,321153121,,,2018-10-31 12:45:00,2018-10-31 12:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
381,204577,2,,321153121,,,2018-10-31 13:00:00,2018-10-31 13:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
382,204577,2,,321153121,,,2018-10-31 13:15:00,2018-10-31 13:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
383,204577,2,,321153121,,,2018-10-31 13:30:00,2018-10-31 13:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
384,204577,2,,321153121,,,2018-10-31 13:45:00,2018-10-31 13:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
385,204577,2,,321153121,,,2018-10-31 14:00:00,2018-10-31 14:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
386,204577,2,,321153121,,,2018-10-31 14:15:00,2018-10-31 14:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
