,EVSE ID,Port,Station Name,Plug In Event Id,Plug Connect Time,Plug Disconnect Time,Power Start Time,Power End Time,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Start Time,End Time,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Gasoline Savings,Port Type,Address 1,City,State/Province,Postal Code,Country,Latitude,Longitude,Ended By,Driver Postal Code
55033,210207,2,PACKSIZE / CLEAN AIR 9,228277811,2018-05-03 10:44:00,,2018-05-03 10:44:00,,,,,2018-05-03 10:44:00,2018-05-03 17:33:00,0 days 06:48:41.000000000,0 days 03:59:52.000000000,12.453762,1.5630000000000002,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74249649,-111.98101809999999,Plug Out at Vehicle,84093.0
55034,210207,2,,228277811,,,2018-05-03 10:44:00,2018-05-03 10:44:00,3.048,1.113,0.00958,,,,,,,,,,,,,,,,
55035,210207,2,,228277811,,,2018-05-03 10:45:00,2018-05-03 10:59:00,3.1210000000000004,3.12,0.780089,,,,,,,,,,,,,,,,
55036,210207,2,,228277811,,,2018-05-03 11:00:00,2018-05-03 11:14:00,3.213,3.135,0.783651,,,,,,,,,,,,,,,,
55037,210207,2,,228277811,,,2018-05-03 11:15:00,2018-05-03 11:29:00,3.26,3.202,0.800501,,,,,,,,,,,,,,,,
55038,210207,2,,228277811,,,2018-05-03 11:30:00,2018-05-03 11:44:00,3.205,3.187,0.796618,,,,,,,,,,,,,,,,
55039,210207,2,,228277811,,,2018-05-03 11:45:00,2018-05-03 11:59:00,3.225,3.188,0.79707,,,,,,,,,,,,,,,,
55040,210207,2,,228277811,,,2018-05-03 12:00:00,2018-05-03 12:14:00,3.2119999999999997,3.187,0.796658,,,,,,,,,,,,,,,,
55041,210207,2,,228277811,,,2018-05-03 12:15:00,2018-05-03 12:29:00,3.25,3.188,0.797086,,,,,,,,,,,,,,,,
55042,210207,2,,228277811,,,2018-05-03 12:30:00,2018-05-03 12:44:00,3.197,3.179,0.794663,,,,,,,,,,,,,,,,
55043,210207,2,,228277811,,,2018-05-03 12:45:00,2018-05-03 12:59:00,3.2319999999999998,3.1710000000000003,0.792713,,,,,,,,,,,,,,,,
55044,210207,2,,228277811,,,2018-05-03 13:00:00,2018-05-03 13:14:00,3.179,3.1630000000000003,0.790725,,,,,,,,,,,,,,,,
55045,210207,2,,228277811,,,2018-05-03 13:15:00,2018-05-03 13:29:00,3.205,3.1719999999999997,0.792871,,,,,,,,,,,,,,,,
55046,210207,2,,228277811,,,2018-05-03 13:30:00,2018-05-03 13:44:00,3.193,3.177,0.794227,,,,,,,,,,,,,,,,
55047,210207,2,,228277811,,,2018-05-03 13:45:00,2018-05-03 13:59:00,3.2119999999999997,3.195,0.798821,,,,,,,,,,,,,,,,
55048,210207,2,,228277811,,,2018-05-03 14:00:00,2018-05-03 14:14:00,3.2319999999999998,3.2110000000000003,0.802784,,,,,,,,,,,,,,,,
55049,210207,2,,228277811,,,2018-05-03 14:15:00,2018-05-03 14:29:00,3.2289999999999996,2.891,0.7227359999999999,,,,,,,,,,,,,,,,
55050,210207,2,,228277811,,,2018-05-03 14:30:00,2018-05-03 14:44:00,1.614,0.257,0.064151,,,,,,,,,,,,,,,,
55051,210207,2,,228277811,,,2018-05-03 14:45:00,2018-05-03 14:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55052,210207,2,,228277811,,,2018-05-03 15:00:00,2018-05-03 15:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55053,210207,2,,228277811,,,2018-05-03 15:15:00,2018-05-03 15:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55054,210207,2,,228277811,,,2018-05-03 15:30:00,2018-05-03 15:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55055,210207,2,,228277811,,,2018-05-03 15:45:00,2018-05-03 15:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55056,210207,2,,228277811,,,2018-05-03 16:00:00,2018-05-03 16:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55057,210207,2,,228277811,,,2018-05-03 16:15:00,2018-05-03 16:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55058,210207,2,,228277811,,,2018-05-03 16:30:00,2018-05-03 16:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55059,210207,2,,228277811,,,2018-05-03 16:45:00,2018-05-03 16:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55060,210207,2,,228277811,,,2018-05-03 17:00:00,2018-05-03 17:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55061,210207,2,,228277811,,,2018-05-03 17:15:00,2018-05-03 17:29:00,3.239,1.7209999999999999,0.430149,,,,,,,,,,,,,,,,
55062,210207,2,,228277811,,,2018-05-03 17:30:00,2018-05-03 17:33:00,2.439,2.081,0.108669,,,,,,,,,,,,,,,,
55063,210207,2,,228277811,,2018-05-03 17:33:00,,,,,,,,,,,,,,,,,,,,,
55396,210207,1,PACKSIZE / CLEAN AIR 9,228113871,2018-05-03 07:53:00,,2018-05-03 07:53:00,,,,,2018-05-03 07:53:00,2018-05-03 17:05:00,0 days 09:11:50.000000000,0 days 02:46:20.000000000,8.902258999999999,1.117,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74249649,-111.98101809999999,Plug Out at Vehicle,84109.0
55397,210207,1,,228113871,,,2018-05-03 07:53:00,2018-05-03 07:59:00,5.981,5.5089999999999995,0.598375,,,,,,,,,,,,,,,,
55398,210207,1,,228113871,,,2018-05-03 08:00:00,2018-05-03 08:14:00,5.975,5.956,1.488888,,,,,,,,,,,,,,,,
55399,210207,1,,228113871,,,2018-05-03 08:15:00,2018-05-03 08:29:00,5.96,5.915,1.47874,,,,,,,,,,,,,,,,
55400,210207,1,,228113871,,,2018-05-03 08:30:00,2018-05-03 08:44:00,5.902,5.8839999999999995,1.471021,,,,,,,,,,,,,,,,
55401,210207,1,,228113871,,,2018-05-03 08:45:00,2018-05-03 08:59:00,5.8629999999999995,4.334,1.083509,,,,,,,,,,,,,,,,
55402,210207,1,,228113871,,,2018-05-03 09:00:00,2018-05-03 09:14:00,3.67,3.35,0.837469,,,,,,,,,,,,,,,,
55403,210207,1,,228113871,,,2018-05-03 09:15:00,2018-05-03 09:29:00,3.135,2.8960000000000004,0.7240770000000001,,,,,,,,,,,,,,,,
55404,210207,1,,228113871,,,2018-05-03 09:30:00,2018-05-03 09:44:00,2.8169999999999997,2.292,0.572946,,,,,,,,,,,,,,,,
55405,210207,1,,228113871,,,2018-05-03 09:45:00,2018-05-03 09:59:00,1.6569999999999998,1.162,0.290563,,,,,,,,,,,,,,,,
55406,210207,1,,228113871,,,2018-05-03 10:00:00,2018-05-03 10:14:00,1.0170000000000001,0.747,0.186656,,,,,,,,,,,,,,,,
55407,210207,1,,228113871,,,2018-05-03 10:15:00,2018-05-03 10:29:00,0.99,0.39399999999999996,0.098455,,,,,,,,,,,,,,,,
55408,210207,1,,228113871,,,2018-05-03 10:30:00,2018-05-03 10:44:00,1.268,0.28600000000000003,0.07156,,,,,,,,,,,,,,,,
55409,210207,1,,228113871,,,2018-05-03 10:45:00,2018-05-03 10:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55410,210207,1,,228113871,,,2018-05-03 11:00:00,2018-05-03 11:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55411,210207,1,,228113871,,,2018-05-03 11:15:00,2018-05-03 11:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55412,210207,1,,228113871,,,2018-05-03 11:30:00,2018-05-03 11:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55413,210207,1,,228113871,,,2018-05-03 11:45:00,2018-05-03 11:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55414,210207,1,,228113871,,,2018-05-03 12:00:00,2018-05-03 12:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55415,210207,1,,228113871,,,2018-05-03 12:15:00,2018-05-03 12:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55416,210207,1,,228113871,,,2018-05-03 12:30:00,2018-05-03 12:44:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55417,210207,1,,228113871,,,2018-05-03 12:45:00,2018-05-03 12:59:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55418,210207,1,,228113871,,,2018-05-03 13:00:00,2018-05-03 13:14:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
55419,210207,1,,228113871,,,2018-05-03 13:15:00,2018-05-03 13:29:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,
