,EVSE ID,Port,Station Name,Plug In Event Id,Plug Connect Time,Plug Disconnect Time,Power Start Time,Power End Time,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Start Time,End Time,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Gasoline Savings,Port Type,Address 1,City,State/Province,Postal Code,Country,Latitude,Longitude,Ended By,Driver Postal Code
123,210213,2,PACKSIZE / CLEAN AIR 11,321208941,2018-10-31 08:37:00,,2018-10-31 08:37:00,,,,,2018-10-31 08:37:00,2018-10-31 10:04:00,0 days 01:26:57.000000000,0 days 01:26:37.000000000,4.625102,0.58,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74241257,-111.98162079999999,Plug Out at Vehicle,84111.0
124,210213,2,,321208941,,,2018-10-31 08:37:00,2018-10-31 08:44:00,3.217,3.0189999999999997,0.40171100000000004,,,,,,,,,,,,,,,,
125,210213,2,,321208941,,,2018-10-31 08:45:00,2018-10-31 08:59:00,3.22,3.2119999999999997,0.802887,,,,,,,,,,,,,,,,
126,210213,2,,321208941,,,2018-10-31 09:00:00,2018-10-31 09:14:00,3.213,3.2030000000000003,0.800732,,,,,,,,,,,,,,,,
127,210213,2,,321208941,,,2018-10-31 09:15:00,2018-10-31 09:29:00,3.221,3.2119999999999997,0.8031119999999999,,,,,,,,,,,,,,,,
128,210213,2,,321208941,,,2018-10-31 09:30:00,2018-10-31 09:44:00,3.2510000000000003,3.233,0.808148,,,,,,,,,,,,,,,,
129,210213,2,,321208941,,,2018-10-31 09:45:00,2018-10-31 09:59:00,3.255,3.245,0.811336,,,,,,,,,,,,,,,,
130,210213,2,,321208941,,,2018-10-31 10:00:00,2018-10-31 10:04:00,3.24,2.945,0.197176,,,,,,,,,,,,,,,,
131,210213,2,,321208941,,2018-10-31 10:04:00,,,,,,,,,,,,,,,,,,,,,
168,210213,1,PACKSIZE / CLEAN AIR 11,321182101,2018-10-31 08:02:00,,2018-10-31 08:02:00,,,,,2018-10-31 08:02:00,2018-10-31 16:17:00,0 days 08:14:37.000000000,0 days 03:59:15.000000000,13.145257999999998,1.65,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74241257,-111.98162079999999,Plug Out at Vehicle,84014.0
169,210213,1,,321182101,,,2018-10-31 08:02:00,2018-10-31 08:14:00,5.976,5.869,1.193382,,,,,,,,,,,,,,,,
170,210213,1,,321182101,,,2018-10-31 08:15:00,2018-10-31 08:29:00,5.977,5.917000000000001,1.479252,,,,,,,,,,,,,,,,
171,210213,1,,321182101,,,2018-10-31 08:30:00,2018-10-31 08:44:00,5.957999999999999,4.561,1.140361,,,,,,,,,,,,,,,,
172,210213,1,,321182101,,,2018-10-31 08:45:00,2018-10-31 08:59:00,3.247,3.234,0.808429,,,,,,,,,,,,,,,,
173,210213,1,,321182101,,,2018-10-31 09:00:00,2018-10-31 09:14:00,3.2319999999999998,3.2260000000000004,0.8064399999999999,,,,,,,,,,,,,,,,
174,210213,1,,321182101,,,2018-10-31 09:15:00,2018-10-31 09:29:00,3.239,3.227,0.8068390000000001,,,,,,,,,,,,,,,,
175,210213,1,,321182101,,,2018-10-31 09:30:00,2018-10-31 09:44:00,3.2680000000000002,3.247,0.81183,,,,,,,,,,,,,,,,
176,210213,1,,321182101,,,2018-10-31 09:45:00,2018-10-31 09:59:00,3.2710000000000004,3.26,0.81508,,,,,,,,,,,,,,,,
177,210213,1,,321182101,,,2018-10-31 10:00:00,2018-10-31 10:14:00,6.041,5.236000000000001,1.309105,,,,,,,,,,,,,,,,
178,210213,1,,321182101,,,2018-10-31 10:15:00,2018-10-31 10:29:00,5.994,5.979,1.4947139999999999,,,,,,,,,,,,,,,,
179,210213,1,,321182101,,,2018-10-31 10:30:00,2018-10-31 10:44:00,5.997999999999999,4.9639999999999995,1.241003,,,,,,,,,,,,,,,,
180,210213,1,,321182101,,,2018-10-31 10:45:00,2018-10-31 10:59:00,3.483,2.0580000000000003,0.5145529999999999,,,,,,,,,,,,,,,,
181,210213,1,,321182101,,,2018-10-31 11:00:00,2018-10-31 11:14:00,1.8459999999999999,1.199,0.299646,,,,,,,,,,,,,,,,
182,210213,1,,321182101,,,2018-10-31 11:15:00,2018-10-31 11:29:00,1.136,0.8270000000000001,0.206855,,,,,,,,,,,,,,,,
