,EVSE ID,Port,Station Name,Plug In Event Id,Plug Connect Time,Plug Disconnect Time,Power Start Time,Power End Time,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Start Time,End Time,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Gasoline Savings,Port Type,Address 1,City,State/Province,Postal Code,Country,Latitude,Longitude,Ended By,Driver Postal Code
524,210241,2,PACKSIZE / CLEAN AIR 14,320623631,2018-10-30 10:42:00,,2018-10-30 10:42:00,,,,,2018-10-30 10:42:00,2018-10-30 11:20:00,0 days 00:38:09.000000000,0 days 00:37:33.000000000,1.943445,0.244,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74231339,-111.98107150000001,Plug Out at Vehicle,84074.0
525,210241,2,,320623631,,,2018-10-30 10:42:00,2018-10-30 10:44:00,3.155,2.37,0.092804,,,,,,,,,,,,,,,,
526,210241,2,,320623631,,,2018-10-30 10:45:00,2018-10-30 10:59:00,3.147,3.125,0.781337,,,,,,,,,,,,,,,,
527,210241,2,,320623631,,,2018-10-30 11:00:00,2018-10-30 11:14:00,3.1430000000000002,3.1010000000000004,0.775229,,,,,,,,,,,,,,,,
528,210241,2,,320623631,,,2018-10-30 11:15:00,2018-10-30 11:20:00,3.048,3.069,0.294075,,,,,,,,,,,,,,,,
529,210241,2,,320623631,,2018-10-30 11:20:00,,,,,,,,,,,,,,,,,,,,,
570,210241,1,PACKSIZE / CLEAN AIR 14,320493491,2018-10-30 08:51:00,,2018-10-30 08:51:00,,,,,2018-10-30 08:51:00,2018-10-30 18:15:00,0 days 09:24:07.000000000,0 days 05:34:57.000000000,32.112881,4.03,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74231339,-111.98107150000001,Plug Out at Vehicle,84087.0
571,210241,1,,320493491,,,2018-10-30 08:51:00,2018-10-30 08:59:00,6.037000000000001,5.377999999999999,0.760352,,,,,,,,,,,,,,,,
572,210241,1,,320493491,,,2018-10-30 09:00:00,2018-10-30 09:14:00,6.04,6.01,1.502564,,,,,,,,,,,,,,,,
573,210241,1,,320493491,,,2018-10-30 09:15:00,2018-10-30 09:29:00,6.047000000000001,6.013999999999999,1.503454,,,,,,,,,,,,,,,,
574,210241,1,,320493491,,,2018-10-30 09:30:00,2018-10-30 09:44:00,6.034,6.006,1.501398,,,,,,,,,,,,,,,,
