,EVSE ID,Port,Station Name,Plug In Event Id,Plug Connect Time,Plug Disconnect Time,Power Start Time,Power End Time,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Start Time,End Time,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Gasoline Savings,Port Type,Address 1,City,State/Province,Postal Code,Country,Latitude,Longitude,Ended By,Driver Postal Code
792,210191,1,PACKSIZE / CLEAN AIR 8,320448441,2018-10-30 07:56:00,,2018-10-30 07:56:00,,,,,2018-10-30 07:56:00,2018-10-30 08:34:00,0 days 00:38:16.000000000,0 days 00:37:58.000000000,2.064634,0.259,Level 2,3760 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74251556,-111.9810257,Plug Out at Vehicle,84093.0
793,210191,1,,320448441,,,2018-10-30 07:56:00,2018-10-30 07:59:00,3.27,2.927,0.17886,,,,,,,,,,,,,,,,
794,210191,1,,320448441,,,2018-10-30 08:00:00,2018-10-30 08:14:00,3.281,3.267,0.816755,,,,,,,,,,,,,,,,
795,210191,1,,320448441,,,2018-10-30 08:15:00,2018-10-30 08:29:00,3.2889999999999997,3.28,0.819886,,,,,,,,,,,,,,,,
796,210191,1,,320448441,,,2018-10-30 08:30:00,2018-10-30 08:34:00,3.2910000000000004,3.273,0.249133,,,,,,,,,,,,,,,,
797,210191,1,,320448441,,2018-10-30 08:34:00,,,,,,,,,,,,,,,,,,,,,
1321,210191,2,PACKSIZE / CLEAN AIR 8,319608231,2018-10-28 23:23:00,,2018-10-28 23:23:00,,,,,2018-10-28 23:23:00,2018-10-29 02:19:00,0 days 02:55:46.000000000,0 days 02:55:21.000000000,17.712511,2.2230000000000003,Level 2,3760 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74251556,-111.9810257,Plug Out at Vehicle,84096.0
1322,210191,2,,319608231,,,2018-10-28 23:23:00,2018-10-28 23:29:00,6.093,5.681,0.6218020000000001,,,,,,,,,,,,,,,,
1323,210191,2,,319608231,,,2018-10-28 23:30:00,2018-10-28 23:44:00,6.09,6.082000000000001,1.520573,,,,,,,,,,,,,,,,
1324,210191,2,,319608231,,,2018-10-28 23:45:00,2018-10-28 23:59:00,6.091,6.069,1.517252,,,,,,,,,,,,,,,,
1325,210191,2,,319608231,,,2018-10-29 00:00:00,2018-10-29 00:14:00,6.079,6.075,1.518753,,,,,,,,,,,,,,,,
1326,210191,2,,319608231,,,2018-10-29 00:15:00,2018-10-29 00:29:00,6.0729999999999995,6.06,1.515072,,,,,,,,,,,,,,,,
1327,210191,2,,319608231,,,2018-10-29 00:30:00,2018-10-29 00:44:00,6.066,6.058,1.51437,,,,,,,,,,,,,,,,
1328,210191,2,,319608231,,,2018-10-29 00:45:00,2018-10-29 00:59:00,6.064,6.053999999999999,1.513465,,,,,,,,,,,,,,,,
1329,210191,2,,319608231,,,2018-10-29 01:00:00,2018-10-29 01:14:00,6.058,6.046,1.511423,,,,,,,,,,,,,,,,
1330,210191,2,,319608231,,,2018-10-29 01:15:00,2018-10-29 01:29:00,6.0729999999999995,6.06,1.514916,,,,,,,,,,,,,,,,
1331,210191,2,,319608231,,,2018-10-29 01:30:00,2018-10-29 01:44:00,6.067,6.066,1.5164790000000001,,,,,,,,,,,,,,,,
1332,210191,2,,319608231,,,2018-10-29 01:45:00,2018-10-29 01:59:00,6.069,6.0520000000000005,1.5129299999999999,,,,,,,,,,,,,,,,
1333,210191,2,,319608231,,,2018-10-29 02:00:00,2018-10-29 02:14:00,6.077000000000001,6.072,1.518094,,,,,,,,,,,,,,,,
1334,210191,2,,319608231,,,2018-10-29 02:15:00,2018-10-29 02:19:00,6.0760000000000005,6.034,0.41738100000000006,,,,,,,,,,,,,,,,
1335,210191,2,,319608231,,2018-10-29 02:19:00,,,,,,,,,,,,,,,,,,,,,
1340,210191,1,PACKSIZE / CLEAN AIR 8,319261971,2018-10-27 20:50:00,,2018-10-27 20:50:00,,,,,2018-10-27 20:50:00,2018-10-28 04:14:00,0 days 07:24:21.000000000,0 days 03:59:20.000000000,18.540565,2.327,Level 2,3760 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74251556,-111.9810257,Plug Out at Vehicle,84096.0
1341,210191,1,,319261971,,,2018-10-27 20:50:00,2018-10-27 20:59:00,6.135,5.917999999999999,0.958455,,,,,,,,,,,,,,,,
1342,210191,1,,319261971,,,2018-10-27 21:00:00,2018-10-27 21:14:00,6.106,6.097,1.524114,,,,,,,,,,,,,,,,
1343,210191,1,,319261971,,,2018-10-27 21:15:00,2018-10-27 21:29:00,6.103,6.093,1.5231290000000002,,,,,,,,,,,,,,,,
1344,210191,1,,319261971,,,2018-10-27 21:30:00,2018-10-27 21:44:00,6.101,6.084,1.521021,,,,,,,,,,,,,,,,
1345,210191,1,,319261971,,,2018-10-27 21:45:00,2018-10-27 21:59:00,6.1,6.098,1.5244389999999999,,,,,,,,,,,,,,,,
