,EVSE ID,Port,Station Name,Plug In Event Id,Plug Connect Time,Plug Disconnect Time,Power Start Time,Power End Time,Peak Power (AC kW),Rolling Avg. Power (AC kW),Energy Consumed (AC kWh),Start Time,End Time,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),Gasoline Savings,Port Type,Address 1,City,State/Province,Postal Code,Country,Latitude,Longitude,Ended By,Driver Postal Code
405,204579,2,PACKSIZE / CLEAN AIR 5,320864921,2018-10-30 15:56:00,,2018-10-30 15:56:00,,,,,2018-10-30 15:56:00,2018-10-30 18:08:00,0 days 02:12:47.000000000,0 days 02:12:32.000000000,11.681116000000001,1.466,Level 2,3784 Commons Ln,Salt Lake City,Utah,84104.0,United States,40.74240112,-111.9815903,Customer,84045.0
406,204579,2,,320864921,,,2018-10-30 15:56:00,2018-10-30 15:59:00,6.131,5.627999999999999,0.359538,,,,,,,,,,,,,,,,
407,204579,2,,320864921,,,2018-10-30 16:00:00,2018-10-30 16:14:00,6.127000000000001,6.0760000000000005,1.5190059999999999,,,,,,,,,,,,,,,,
408,204579,2,,320864921,,,2018-10-30 16:15:00,2018-10-30 16:29:00,6.13,6.103,1.525792,,,,,,,,,,,,,,,,
409,204579,2,,320864921,,,2018-10-30 16:30:00,2018-10-30 16:44:00,6.1129999999999995,6.087999999999999,1.521968,,,,,,,,,,,,,,,,
410,204579,2,,320864921,,,2018-10-30 16:45:00,2018-10-30 16:59:00,6.1370000000000005,6.103,1.525796,,,,,,,,,,,,,,,,
411,204579,2,,320864921,,,2018-10-30 17:00:00,2018-10-30 17:14:00,6.141,6.121,1.530362,,,,,,,,,,,,,,,,
412,204579,2,,320864921,,,2018-10-30 17:15:00,2018-10-30 17:29:00,6.1579999999999995,6.138999999999999,1.534861,,,,,,,,,,,,,,,,
413,204579,2,,320864921,,,2018-10-30 17:30:00,2018-10-30 17:44:00,6.164,4.887,1.221846,,,,,,,,,,,,,,,,
414,204579,2,,320864921,,,2018-10-30 17:45:00,2018-10-30 17:59:00,3.478,2.697,0.674222,,,,,,,,,,,,,,,,
