,Start Date,Start Time Zone,End Date,End Time Zone,Total Duration (hh:mm:ss),Charging Time (hh:mm:ss),Energy (kWh),GHG Savings (kg),Gasoline Savings (gallons),Port Type,Port Number,Plug Type,EVSE ID,Fee,Ended By,Plug In Event Id,Start SOC,End SOC
154,4/5/2018 9:41,MDT,4/5/2018 9:43,MDT,0:02:02,0:00:00,0,0,0,,0,,158787,,Timeout,42,,0%
155,3/31/2018 18:48,MDT,3/31/2018 19:40,MDT,0:52:29,0:52:04,31.468,13.217,3.949,DC Fast,1B,Combo,158787,,Plug Out at Station,41,27%,77%
156,3/30/2018 19:02,MDT,3/30/2018 19:55,MDT,0:52:59,0:52:40,36.113,15.167,4.532,DC Fast,1B,Combo,158787,,Plug Out at Station,40,12%,68%
157,3/30/2018 18:56,MDT,3/30/2018 19:01,MDT,0:05:15,0:00:16,0,0,0,DC Fast,1B,Combo,158787,,Outlet Offline,39,0%,0%
158,3/28/2018 21:28,MDT,3/28/2018 22:45,MDT,1:17:46,1:17:19,35.487,14.905,4.454,DC Fast,1B,Combo,158787,,Plug Out at Station,1522294083,34%,92%
159,3/11/2018 8:48,MDT,3/11/2018 10:27,MDT,1:39:04,1:38:44,34.067,14.308,4.275,DC Fast,1A,CHAdeMO,158787,,Plug Out at Station,36,61%,100%
160,3/7/2018 21:05,MST,3/7/2018 21:59,MST,0:54:39,0:51:12,26.617,11.179,3.34,DC Fast,1A,CHAdeMO,158787,,Plug Out at Station,35,2%,97%
161,3/25/2018 15:01,MDT,3/25/2018 16:22,MDT,1:21:00,1:20:44,45.916,19.285,5.762,DC Fast,1B,Combo,158787,,Plug Out at Station,1522011700,8%,83%
162,3/18/2018 12:44,MDT,3/18/2018 15:00,MDT,2:16:13,2:15:51,37.808,15.879,4.745,DC Fast,1B,Combo,158787,,Plug Out at Station,1521398682,43%,100%
163,3/18/2018 12:15,MDT,3/18/2018 12:31,MDT,0:15:30,0:14:32,4.013,1.685,0.504,DC Fast,1B,Combo,158787,,Outlet Offline,1521396924,37%,42%
164,3/14/2018 12:03,MDT,3/14/2018 13:49,MDT,1:46:23,1:45:48,48.011,20.165,6.025,DC Fast,1B,Combo,158787,,Plug Out at Station,38,20%,99%
165,3/11/2018 17:58,MDT,3/11/2018 19:13,MDT,1:15:09,1:14:51,46.549,19.551,5.842,DC Fast,1B,Combo,158787,,Plug Out at Station,37,9%,80%
166,3/10/2018 19:45,MST,3/10/2018 20:36,MST,0:50:21,0:50:16,35.197,14.783,4.417,DC Fast,1B,Combo,158787,,Plug Out at Station,1520736347,14%,68%
167,2/28/2018 23:46,MST,3/1/2018 0:31,MST,0:45:28,0:45:19,31.449,13.209,3.947,DC Fast,1A,CHAdeMO,158787,,Plug Out at Station,34,18%,59%
168,2/26/2018 19:58,MST,2/26/2018 20:41,MST,0:43:19,0:41:44,27.636,11.607,3.468,DC Fast,1B,Combo,158787,,Outlet Offline,33,21%,66%
169,1/24/2018 11:18,MST,1/24/2018 12:40,MST,1:22:05,1:21:16,37.257,15.648,4.676,DC Fast,1B,Combo,158787,,Plug Out at Station,1516817923,26%,87%
170,1/24/2018 11:14,MST,1/24/2018 11:16,MST,0:02:03,0:00:00,0,0,0,,0,,158787,,Timeout,31,,0%
171,1/24/2018 11:06,MST,1/24/2018 11:08,MST,0:02:02,0:00:00,0,0,0,,0,,158787,,Timeout,30,,0%
172,1/24/2018 11:04,MST,1/24/2018 11:06,MST,0:02:12,0:00:04,0,0,0,DC Fast,1B,Combo,158787,,Outlet Offline,29,0%,0%
173,1/22/2018 11:51,MST,1/22/2018 13:13,MST,1:22:41,1:21:44,33.156,13.926,4.161,DC Fast,1B,Combo,158787,,Customer,28,34%,90%
174,1/22/2018 11:43,MST,1/22/2018 11:50,MST,0:07:21,0:00:00,0,0,0,DC Fast,1B,Combo,158787,,Plug Out at Station,27,0%,0%
175,11/29/2017 10:33,MST,11/29/2017 12:30,MST,1:57:44,1:57:12,55.872,23.466,7.012,DC Fast,1B,Combo,158787,,Plug Out at Station,26,9%,96%
176,11/22/2017 15:00,MST,11/22/2017 15:58,MST,0:57:16,0:57:12,34.518,14.498,4.332,DC Fast,1B,Combo,158787,,Plug Out at Station,1511388051,24%,81%
177,11/14/2017 20:47,MST,11/14/2017 22:18,MST,1:30:19,1:29:52,45.603,19.153,5.723,DC Fast,1B,Combo,158787,,Plug Out at Station,25,20%,93%
178,11/14/2017 20:45,MST,11/14/2017 20:47,MST,0:02:11,0:00:00,0,0,0,DC Fast,1B,Combo,158787,,Customer,24,0%,0%
179,11/14/2017 7:58,MST,11/14/2017 9:33,MST,1:35:21,1:33:36,49.23,20.677,6.178,DC Fast,1B,Combo,158787,,Plug Out at Station,1510671481,14%,90%
180,11/2/2017 15:34,MDT,11/2/2017 17:01,MDT,1:26:47,1:26:27,45.785,19.23,5.746,DC Fast,1B,Combo,158787,,Customer,23,20%,90%
181,10/1/2017 12:43,MDT,10/1/2017 13:57,MDT,1:14:29,1:12:24,35.536,14.925,4.46,DC Fast,1,Combo,158787,,Plug Out at Station,22,32%,89%
182,9/25/2017 8:07,MDT,9/25/2017 8:55,MDT,0:47:54,0:47:52,24.701,10.374,3.1,DC Fast,1,Combo,158787,,Customer,21,21%,99%
183,9/24/2017 21:06,MDT,9/24/2017 22:34,MDT,1:27:39,1:27:31,51.712,21.719,6.49,DC Fast,1,Combo,158787,,Plug Out at Station,20,5%,84%
184,9/23/2017 9:20,MDT,9/23/2017 10:25,MDT,1:04:28,1:04:11,38.398,16.127,4.819,DC Fast,1,Combo,158787,,Plug Out at Station,1506180029,19%,81%
185,9/19/2017 19:25,MDT,9/19/2017 20:08,MDT,0:43:36,0:43:32,25.164,10.569,3.158,DC Fast,1,Combo,158787,,Customer,19,18%,98%
186,9/4/2017 19:39,MDT,9/4/2017 20:52,MDT,1:12:50,1:12:28,44.619,18.74,5.6,DC Fast,1,Combo,158787,,Plug Out at Station,1504575557,13%,81%
187,9/3/2017 12:49,MDT,9/3/2017 14:08,MDT,1:18:50,1:18:32,40.159,16.867,5.04,DC Fast,1,Combo,158787,,Plug Out at Station,1504464559,34%,91%
188,8/29/2017 16:05,MDT,8/29/2017 16:55,MDT,0:50:11,0:49:28,23.248,9.764,2.918,DC Fast,1,Combo,158787,,Plug Out at Station,18,51%,85%
189,8/22/2017 17:51,MDT,8/22/2017 18:47,MDT,0:55:49,0:52:56,17.904,7.52,2.247,DC Fast,1,CHAdeMO,158787,,Plug Out at Station,1503445879,2%,96%
190,8/16/2017 0:06,MDT,8/16/2017 0:42,MDT,0:36:28,0:36:12,16.51,6.934,2.072,DC Fast,1,Combo,158787,,Plug Out at Station,17,6%,90%
191,8/11/2017 22:23,MDT,8/11/2017 22:54,MDT,0:30:31,0:30:20,15.815,6.642,1.985,DC Fast,1,Combo,158787,,Plug Out at Station,16,4%,84%
192,8/11/2017 14:14,MDT,8/11/2017 15:23,MDT,1:09:13,1:08:40,36.524,15.34,4.584,DC Fast,1,Combo,158787,,Plug Out at Station,15,32%,86%
193,8/8/2017 8:49,MDT,8/8/2017 9:37,MDT,0:47:07,0:47:00,17.428,7.32,2.187,DC Fast,1,Combo,158787,,Plug Out at Station,14,7%,96%
194,8/7/2017 13:14,MDT,8/7/2017 13:14,MDT,0:00:33,0:00:00,0,0,0,DC Fast,1,Combo,158787,,Customer,13,0%,0%
195,8/7/2017 13:13,MDT,8/7/2017 13:14,MDT,0:00:21,0:00:00,0,0,0,,0,,158787,,Customer,12,,0%
196,8/7/2017 13:11,MDT,8/7/2017 13:13,MDT,0:02:12,0:01:32,0.108,0.045,0.014,DC Fast,1,Combo,158787,,Customer,11,99%,99%
197,8/7/2017 13:07,MDT,8/7/2017 13:09,MDT,0:02:27,0:00:00,0,0,0,DC Fast,1,Combo,158787,,Plug Out at Station,10,0%,0%
198,8/7/2017 13:05,MDT,8/7/2017 13:05,MDT,0:00:36,0:00:00,0,0,0,DC Fast,1,Combo,158787,,Customer,9,0%,0%
199,8/7/2017 13:02,MDT,8/7/2017 13:03,MDT,0:01:10,0:00:00,0,0,0,DC Fast,1,Combo,158787,,Customer,8,0%,0%
200,8/7/2017 13:02,MDT,8/7/2017 13:02,MDT,0:00:20,0:00:00,0,0,0,DC Fast,1,Combo,158787,,Customer,7,0%,0%
201,8/7/2017 12:57,MDT,8/7/2017 13:00,MDT,0:02:42,0:00:27,0,0,0,DC Fast,1,Combo,158787,,Customer,6,100%,0%
202,8/7/2017 11:26,MDT,8/7/2017 12:55,MDT,1:29:03,1:28:56,19.47,8.177,2.443,DC Fast,1,Combo,158787,,Customer,5,7%,100%
203,7/21/2017 15:58,MDT,7/21/2017 16:39,MDT,0:41:07,0:41:00,24.112,10.127,3.026,DC Fast,1,Combo,158787,,Plug Out at Station,4,41%,76%
204,2/26/2018 7:26,MST,2/26/2018 8:40,MST,1:13:14,1:12:36,36.128,15.174,4.534,DC Fast,1B,Combo,158787,,Outlet Offline,32,16%,74%
